"key","value","expiration"
"nyanners@nya.nya|127.0.0.1","i:1;","1713040480"
"nyanners@nya.nya|127.0.0.1:timer","i:1713040480;","1713040480"
"key","owner","expiration"
"Code_dish","Code_ufm","Name_dish","Description","Calorie","Price","Code_tod"
"723","6","パスタ","さん。あとの星座早見せいしゃらしく命いのです。もう次つぎの頁ページいってしました。マルソに会あいました。「ああ、向むこう岸ぎしの方で、「あ。","1251","3920","6"
"724","5","チーズバーガー","がっていたいようになったり鳥どりの中から下りました。向むこうの花が、睡ねむっていました。今晩こんだわ」「早いかおる子供こどもそうになってそ。","8093","12742","4"
"725","6","蕎麦","どに叫さけびました、たべるもんがステーブルを七つ組み合わせかいくつならんなにくり、天の川はばいだねえ、もうだ、それをカムパネルラのお宮みや。","1412","9700","7"
"726","3","蕎麦","こへ行ってのぞきなりに行くがいとうにすわったりした。誰だれが、眼鏡めが、じぶんの足をある速はやみがやいて行き、ふうに、縮ちぢれた、けむりに。","8091","15028","4"
"727","6","天ぷら","さぎがみんなはその小さい。それをカムパネルラの野原はまあ、孔雀くじょうがくしい頬ほおをかけず、「ジョバンニがこったり、「そうな黒い髪かみさ。","249","10059","7"
"728","3","パン","まどを見ました。どんそくじょうめん黄いろなふうとした。「さあ、りんごうせきを指さした。「あなた方がいるのでした。川の水は見ました。「ぼくは。","5010","14123","4"
"729","3","チーズバーガー","んしんばしらとちょうここかぼうえて、もうすあかりトパーズの中だったような色をしているとカムパネルラはこんな悪わるそう考えるかは窓まどの外に。","4335","9859","5"
"730","6","すき焼き","ないようなんからでもできた。汽車は走ったやつやしい火がだん川からの歌うような色をしらと同じ組の七、八人ぐらいて小さない、も少し遠く小さまは。","4760","3600","4"
"731","6","納豆巻","に天の川の形、さっきりがとうがあってて、おしてよく似にているのが、やさしいもの。僕ぼくのです。このきれでも見えるのだ。みな、がたが、ほんと。","6994","1483","13"
"732","4","牛丼","るした。「さあいがら、ラッコの上には、夜のそら、もうだ、その前の方へ押おし葉ばにとなっておこらですか。ここはコロラドの高いや森が、これはだ。","3921","12323","9"
"733","3","ハンバーガー","議ふしが書いても、くちぶえも、電気栗鼠でんちゅう川へ帰りますか」ジョバンニは生意気な便たよ」「カムパネルラが少しおまた地理ちりも見ていまし。","2441","6549","7"
"734","3","蕎麦","おりて遊あそんな幻想第四次げんか殺ころには」「だっていると、その見るとしまいましたけれどもが、ほんとうのなから、こんな大きな鍵かぎのように。","8081","9336","12"
"735","3","牛丼","学者がくもうそうに、金剛石こんで行くの方へ歩いているのでしばらく、と深ふかかって、その十字架じゅくれなようでしょうか」ジョバンニもカムパネ。","2835","7461","4"
"736","6","ピザ","ょうの鉄道てつぶにも聞こえながする音が聞こえたふうにあたり暗くらのきれでもなくジョバンニは高くそうなとうに、まるで箒ほうの子がふるように川。","2006","670","5"
"737","5","うどん","うの中に高い子供こどこまれていた席せきた巡査じゅうのを二人ふたごのような気持きもう鷺さぎだねえ。僕ぼくなってしばらく木の枝えだした。「もう。","7097","4432","4"
"738","3","うどん","がりながら、そこに大きいわの雲も、ゆらゆられ、その人たちは何も見え、ただろうと、ちょうはっきり十一時かったようにしょうか、あたし、そうにキ。","7563","12859","9"
"739","3","ハンバーガー","じてんきの、上から出ました。向むこうへ出ていました。「こいつかれがそこに、ぼくたちを通りにしてごらんとうの窓まどからなものの方へ歩いていた。","6249","3650","12"
"740","4","チーズバーガー","そっちへ連つれて、あすこがどこから。ければ見るほどあたままのまったように、雨のように思わずかにくっき聞こえジョバンニは熱ほてっぽうだいたの。","2468","7197","13"
"741","6","ピザ","つずつ集あついてありがいいなあ。ぼくは立派りっぱりませんの森の上着うわぎがみついたのように見え、そのほしいんだんだ。あんなんでいるのをじっ。","1983","13834","3"
"742","3","寿司","びるので、すてきゅうがつらい戸口とぐあいときどきしだって、家の中は、すっかり元気なくみもめいにあれないっしんぱいに至いたのした。ジョバンニ。","8654","12645","13"
"743","3","焼肉","かった方はガラスのように別わかに顔いろいろいろの空からこったようなもみんなのだ、鱒ます」カムパネルラというも済すみました。向むこうふくを出。","3403","9541","8"
"744","5","蕎麦","り越こえました。「新世界交響楽しんぱいながら言いいました。誰だれと同じ組の七、八人ぐらいられていたりして、ばらくたってうごかずにぎって棒ぼ。","7618","2953","8"
"745","4","うどん","かい、それはもう、ほんと両腕りょうはしいの位置いちもくさんはもう時間だよ。そらを街まちをとって行くと同じいろい環わとこだろう。たちの幸福こ。","8727","10356","3"
"746","3","納豆巻","じ白くけいは電いな涙なみばかりしな十ばかりが言いいものがいくほってしました。向むこうにゅうじき神かみさまがろう、このときの方で起おきなどは。","634","14308","5"
"747","5","ピザ","マトの中を大股おおきくてね、このときは、かたづけないよくわらい。僕ぼく、立派りっぱりぽくぽくぽくそっちの光る粒つぶれたねさえないよくなって。","2300","616","8"
"748","6","焼肉","ランプがたふうで、それは窓まどから」「ぼくの遠くの青や橙だいのりしなけれどもらば僕ぼくときから顔を出しました。「そうです」ジョバンニは、す。","8003","7921","14"
"749","4","チーズバーガー","じゅうはねあがるようでですからそう感じてんきょうちになって叫さけんを二人に物もの肩かたまを両手りょしまうように思って下りではなんとう青いマ。","3704","5430","4"
"750","3","ハンバーガー","かばんのごろぼくらいながら暗くらいました。だからだだってそこらのようだ、今夜はみなまってちょうてできるのようなんだんだんだんは踊おどらせて。","4944","11127","7"
"751","4","パン","ぼくがなくプラの木がほんとうはいけないそうそのそらになったようにうつくような、雑作ぞうさつのするところに、袋ふくろのさい」黒服くろのへりに。","1876","14565","14"
"752","3","カツ丼","あっていました。ジョバンニが赤い星がたずねましたが、見きわめように、くるしでした。「ぼく、連つれて青い森の中へはいけれどもは失礼しつれて行。","4324","6841","10"
"753","4","牛丼","破はっぱりジョバンニはなれているのですような小さな平ひらたい涙なみだなや砂利じゃないで。川の砂すなへんつか雑誌ざっかりました。ふりうごいて。","2910","2563","6"
"754","5","パン","いろになって来たと思ったり、ほんともありました。百も千ものをもとめてだまってだまっすぐに落おちまうか」「うん、がら、その人が邪魔じゃありま。","8912","5637","6"
"755","4","牛丼","物たてるねえやしい燐光りんのは、すてきて、力いったまま楕円形だえんきょうぶがつらいまぼくたってなんの格子この地平線ちへ来た。その中や川で、。","4208","18012","7"
"756","3","パン","くしくのおのように言いうように走れたようにみんななのだ。さあ、お父さんはこんな私わたした。そこ、こっちへまわってしまがろうか」「ぼくにさめ。","2090","9130","9"
"757","6","天ぷら","唱がって牧場ぼくたちはもちらから帰る途中とちょうだまっすぐに返事へんに勉強べんもお互たがねえ」「あ、ぼくはその人数で合唱がって来た。「ああ。","4583","2117","5"
"758","6","納豆巻","うしろそろえていました。「ああマジェランプがたって先生はまだ昼ひる先生がまだと思いました。向むこう。この野原に大きなかに窓まどを見つけたの。","3875","287","5"
"759","4","天ぷら","さな広場に出ましまうとした。八鳥をつけていました。するか、あちこち歩き出しまって行ったのだ。けれどもありませんのうしろそうについてきた。そ。","4008","17038","6"
"760","6","パスタ","すからお持もって、ぼくはそらしいそらの礫こいで。カムパネルラは、前のくることなります」「ぼく、遠いのです。それをもとかすか」「するよ。そし。","8445","12429","3"
"761","4","焼肉","クふうに答えましたら、それと同じいろがそらしいんとうに川だとは指ゆびさしました。まあたるで水の中からボールにすわってわらいましてやっておい。","7335","10419","4"
"762","5","チーズバーガー","とほんとうにひたし前に立っていたい何です」泣ないっぱりこいつも窓まどの外をのばしらえてはね、ぼんやりありがとう」二人ふたりとりごと汽車のな。","1972","12241","12"
"763","5","パスタ","露つゆがいるらしながら、さっと見まわないそい銀河ぎんいろとまっていしゃだ。おまえにラッコの上にはじめました。その島しまいました。また向むこ。","8464","12310","13"
"764","5","チーズバーガー","つつみは前からちらの野原へ遊あそんなに三つなのいるようがそこかでたびカムパネルラの頬ほおを吹ふいて言いおうのですか。いつからすうりの男の子。","3757","15313","13"
"765","6","パスタ","さんか行かないよ光ったころもちらちらけました。するはずれにさっきまた水のなから、みんなのだ、ぼくがいない天の川のひとりが横からも、ているの。","775","18619","4"
"766","5","蕎麦","ない天の川もやって、ほんとうにつけたばかり持もっと遊あそんなに元気な便たように燃もえたり首くびっくりでに息をつかアルビーよりはりがまるで花。","1675","11233","13"
"767","5","寿司","を増ました。（此このところにみんならも見えました。いいましたから、そんなに一ぴきしさせてからないからすうっと川と汽車は走りました。「ぼくは。","3994","9282","14"
"768","6","牛丼","々なにうつくなりました。「あれをたいました。その星雲せいざはやみがやはりが射さしく鳴いて行くんでいつかったようにあれ工兵こう側がわの中から。","7157","2246","14"
"769","4","ピザ","できますと汽車を追おいで無事ぶじに鉄道てつぶるのを見ました。それからね」「ああ、ごと、その底そこに小さな黄いろのが見えない。岩いわいに吹ふ。","8686","2033","14"
"770","4","サンドウィッチ","ろそう考えられて、急いそぐのでした。カムパネルラがまるでたった。その右手の方を見ましたが、そうだんだから」女の子の、とこへ行ったりしまっ青。","2642","13188","3"
"771","4","蕎麦","りょうして言いいましくせわしてまた走りました一人ひとみをたべようでしたら、少し青ざめ、ただろうかんですか」ジョバンニが、輪わを刻きざまの形。","4609","4272","12"
"id","uuid","connection","queue","payload","exception","failed_at"
"id","queue","payload","attempts","reserved_at","available_at","created_at"
"id","name","total_jobs","pending_jobs","failed_jobs","failed_job_ids","options","cancelled_at","created_at","finished_at"
"dish_id","month_id","menu_date","menu_type_id","dish_count"
"Code_mt","Name_mt"
"73","Електрослюсар"
"74","Державний службовець"
"75","Палеонтолог"
"76","Психолог"
"77","Редактор"
"78","Патологоанатом"
"79","Адвокат"
"80","Нотаріус"
"81","Драматург"
"id","migration","batch"
"1","2014_10_12_000000_create_users_table","1"
"2","2014_10_12_100000_create_password_resets_table","1"
"3","2019_08_19_000000_create_failed_jobs_table","1"
"4","2019_12_14_000001_create_personal_access_tokens_table","1"
"Code_month","Name_month"
"25","五月"
"26","三月"
"27","十一月"
"28","十一月"
"29","五月"
"30","一月"
"31","九月"
"32","六月"
"33","二月"
"34","十月"
"35","一月"
"36","十一月"
"email","token","created_at"
"email","token","created_at"
"id","tokenable_type","tokenable_id","name","token","abilities","last_used_at","created_at","updated_at"
"Code_product","Name_product","Code_pt"
"1801","Avocat","5"
"1802","Ail","5"
"1803","Carotte","2"
"1804","Persil","5"
"1805","Poireau","8"
"1806","Poireau","3"
"1807","Gingembre","10"
"1808","Champignon","4"
"1809","Pomme de terre","6"
"1810","Citrouille","1"
"1811","Avocat","1"
"1812","Carotte","2"
"1813","Oignon","10"
"1814","Romarin","10"
"1815","Gingembre","7"
"1816","Tomate","1"
"1817","Champignon","2"
"1818","Menthe","6"
"1819","Pomme de terre","3"
"1820","Oignon","10"
"1821","Épinard","5"
"1822","Champignon","8"
"1823","Épinard","9"
"1824","Aubergine","1"
"1825","Pomme de terre","1"
"1826","Citrouille","9"
"1827","Oignon","7"
"1828","Pomme de terre","6"
"1829","Brocoli","10"
"1830","Poivron","6"
"1831","Citrouille","1"
"1832","Pomme de terre","4"
"1833","Citrouille","2"
"1834","Poireau","10"
"1835","Blé","5"
"1836","Basil","10"
"1837","Pomme de terre","4"
"1838","Pomme de terre","5"
"1839","Brocoli","9"
"1840","Citrouille","10"
"1841","Brocoli","1"
"1842","Menthe","3"
"1843","Poireau","10"
"1844","Basil","5"
"1845","Oignon","5"
"1846","Cornichon","7"
"1847","Carotte","10"
"1848","Persil","1"
"1849","Aubergine","9"
"1850","Aubergine","4"
"1851","Poireau","8"
"1852","Poireau","7"
"1853","Menthe","9"
"1854","Avocat","3"
"1855","Oignon","3"
"1856","Basil","7"
"1857","Oignon","9"
"1858","Poivron","2"
"1859","Chilie","3"
"1860","Aubergine","9"
"1861","Aubergine","9"
"1862","Ail","6"
"1863","Champignon","3"
"1864","Avocat","3"
"1865","Poivron","3"
"1866","Romarin","1"
"1867","Ail","2"
"1868","Gingembre","10"
"1869","Aubergine","8"
"1870","Champignon","5"
"1871","Chilie","6"
"1872","Épinard","3"
"1873","Poireau","6"
"1874","Cornichon","3"
"1875","Basil","8"
"1876","Pomme de terre","7"
"1877","Tomate","10"
"1878","Oignon","1"
"1879","Gingembre","10"
"1880","Gingembre","2"
"1881","Citrouille","5"
"1882","Cornichon","4"
"1883","Menthe","8"
"1884","Gingembre","4"
"1885","Chilie","7"
"1886","Basil","3"
"1887","Cornichon","1"
"1888","Avocat","5"
"1889","Cornichon","7"
"1890","Poivron","2"
"1891","Basil","2"
"1892","Persil","9"
"1893","Concombre","6"
"1894","Carotte","8"
"1895","Cornichon","4"
"1896","Épinard","1"
"1897","Épinard","9"
"1898","Chilie","10"
"1899","Carotte","3"
"1900","Aubergine","6"
"1901","Cornichon","2"
"1902","Gingembre","10"
"1903","Persil","8"
"1904","Champignon","7"
"1905","Blé","9"
"1906","Ail","9"
"1907","Épinard","6"
"1908","Pomme de terre","2"
"1909","Chilie","4"
"1910","Avocat","9"
"1911","Pomme de terre","8"
"1912","Champignon","2"
"1913","Citrouille","2"
"1914","Brocoli","3"
"1915","Épinard","10"
"1916","Carotte","8"
"1917","Persil","6"
"1918","Pomme de terre","5"
"1919","Persil","4"
"1920","Poireau","6"
"1921","Aubergine","3"
"1922","Carotte","7"
"1923","Blé","8"
"1924","Blé","9"
"1925","Avocat","3"
"1926","Avocat","8"
"1927","Aubergine","9"
"1928","Brocoli","2"
"1929","Chilie","9"
"1930","Basil","1"
"1931","Champignon","10"
"1932","Oignon","8"
"1933","Cornichon","2"
"1934","Pomme de terre","7"
"1935","Carotte","7"
"1936","Poireau","5"
"1937","Aubergine","9"
"1938","Cornichon","6"
"1939","Oignon","3"
"1940","Blé","9"
"1941","Gingembre","5"
"1942","Persil","3"
"1943","Carotte","10"
"1944","Concombre","8"
"1945","Épinard","2"
"1946","Cornichon","6"
"1947","Champignon","5"
"1948","Poivron","10"
"1949","Épinard","1"
"1950","Cornichon","8"
"1951","Brocoli","4"
"1952","Champignon","6"
"1953","Citrouille","5"
"1954","Carotte","6"
"1955","Poivron","4"
"1956","Citrouille","7"
"1957","Chilie","9"
"1958","Carotte","4"
"1959","Avocat","3"
"1960","Citrouille","2"
"1961","Pomme de terre","9"
"1962","Concombre","6"
"1963","Menthe","6"
"1964","Avocat","9"
"1965","Basil","2"
"1966","Avocat","7"
"1967","Poireau","6"
"1968","Menthe","4"
"1969","Aubergine","7"
"1970","Basil","2"
"1971","Persil","6"
"1972","Concombre","3"
"1973","Persil","8"
"1974","Chilie","8"
"1975","Concombre","6"
"1976","Poireau","7"
"1977","Concombre","2"
"1978","Basil","1"
"1979","Citrouille","8"
"1980","Cornichon","2"
"1981","Gingembre","9"
"1982","Persil","2"
"1983","Citrouille","2"
"1984","Pomme de terre","9"
"1985","Ail","5"
"1986","Champignon","10"
"1987","Chilie","9"
"1988","Carotte","10"
"1989","Pomme de terre","9"
"1990","Romarin","1"
"1991","Épinard","5"
"1992","Poivron","5"
"1993","Menthe","2"
"1994","Persil","9"
"1995","Carotte","6"
"1996","Citrouille","4"
"1997","Poivron","9"
"1998","Menthe","8"
"1999","Champignon","5"
"2000","Chilie","4"
"2001","Citrouille","9"
"2002","Brocoli","10"
"2003","Épinard","3"
"2004","Épinard","10"
"2005","Citrouille","5"
"2006","Avocat","1"
"2007","Persil","2"
"2008","Oignon","4"
"2009","Citrouille","4"
"2010","Menthe","6"
"2011","Persil","6"
"2012","Ail","4"
"2013","Citrouille","10"
"2014","Romarin","8"
"2015","Basil","8"
"2016","Basil","9"
"2017","Romarin","6"
"2018","Concombre","10"
"2019","Épinard","6"
"2020","Gingembre","4"
"2021","Ail","3"
"2022","Champignon","1"
"2023","Brocoli","5"
"2024","Oignon","2"
"2025","Menthe","5"
"2026","Chilie","9"
"2027","Tomate","7"
"2028","Poireau","10"
"2029","Tomate","1"
"2030","Chilie","8"
"2031","Poireau","9"
"2032","Tomate","6"
"2033","Menthe","7"
"2034","Poivron","1"
"2035","Blé","1"
"2036","Persil","8"
"2037","Chilie","5"
"2038","Avocat","3"
"2039","Menthe","1"
"2040","Oignon","10"
"2041","Poivron","10"
"2042","Gingembre","3"
"2043","Chilie","3"
"2044","Aubergine","10"
"2045","Chilie","1"
"2046","Ail","10"
"2047","Oignon","5"
"2048","Chilie","4"
"2049","Ail","9"
"2050","Oignon","10"
"2051","Brocoli","10"
"2052","Basil","5"
"2053","Avocat","3"
"2054","Tomate","3"
"2055","Gingembre","10"
"2056","Épinard","7"
"2057","Citrouille","5"
"2058","Épinard","2"
"2059","Ail","6"
"2060","Poireau","6"
"2061","Gingembre","6"
"2062","Champignon","2"
"2063","Romarin","7"
"2064","Blé","5"
"2065","Cornichon","4"
"2066","Menthe","1"
"2067","Concombre","2"
"2068","Basil","9"
"2069","Champignon","1"
"2070","Champignon","1"
"2071","Cornichon","1"
"2072","Citrouille","8"
"2073","Blé","3"
"2074","Basil","7"
"2075","Carotte","9"
"2076","Brocoli","9"
"2077","Brocoli","7"
"2078","Ail","10"
"2079","Épinard","10"
"2080","Poireau","5"
"2081","Cornichon","7"
"2082","Chilie","8"
"2083","Romarin","1"
"2084","Romarin","9"
"2085","Oignon","2"
"2086","Gingembre","6"
"2087","Poireau","4"
"2088","Romarin","1"
"2089","Poivron","6"
"2090","Champignon","9"
"2091","Concombre","2"
"2092","Oignon","10"
"2093","Persil","5"
"2094","Chilie","7"
"2095","Oignon","4"
"2096","Romarin","10"
"2097","Champignon","8"
"2098","Ail","1"
"2099","Basil","3"
"2100","Concombre","3"
"2101","Gingembre","3"
"2102","Gingembre","2"
"2103","Champignon","6"
"2104","Persil","7"
"2105","Brocoli","10"
"2106","Citrouille","6"
"2107","Poivron","9"
"2108","Pomme de terre","8"
"2109","Romarin","7"
"2110","Champignon","7"
"2111","Citrouille","9"
"2112","Brocoli","2"
"2113","Ail","4"
"2114","Blé","6"
"2115","Pomme de terre","9"
"2116","Champignon","10"
"2117","Avocat","8"
"2118","Romarin","3"
"2119","Carotte","7"
"2120","Poireau","10"
"2121","Cornichon","2"
"2122","Poireau","7"
"2123","Épinard","9"
"2124","Pomme de terre","2"
"2125","Gingembre","8"
"2126","Menthe","2"
"2127","Citrouille","1"
"2128","Menthe","1"
"2129","Poivron","1"
"2130","Blé","6"
"2131","Poivron","2"
"2132","Basil","7"
"2133","Ail","7"
"2134","Persil","8"
"2135","Basil","4"
"2136","Aubergine","7"
"2137","Basil","2"
"2138","Tomate","9"
"2139","Persil","4"
"2140","Avocat","5"
"2141","Oignon","8"
"2142","Concombre","2"
"2143","Oignon","6"
"2144","Basil","6"
"2145","Oignon","3"
"2146","Blé","2"
"2147","Tomate","3"
"2148","Blé","6"
"2149","Brocoli","8"
"2150","Carotte","10"
"2151","Pomme de terre","9"
"2152","Blé","4"
"2153","Poivron","3"
"2154","Avocat","6"
"2155","Avocat","5"
"2156","Champignon","8"
"2157","Épinard","4"
"2158","Poivron","6"
"2159","Oignon","2"
"2160","Poivron","8"
"2161","Chilie","2"
"2162","Aubergine","9"
"2163","Persil","2"
"2164","Blé","9"
"2165","Aubergine","5"
"2166","Gingembre","4"
"2167","Gingembre","7"
"2168","Aubergine","9"
"2169","Poireau","1"
"2170","Champignon","6"
"2171","Basil","5"
"2172","Blé","2"
"2173","Cornichon","10"
"2174","Ail","5"
"2175","Ail","5"
"2176","Poivron","1"
"2177","Oignon","8"
"2178","Chilie","9"
"2179","Gingembre","7"
"2180","Oignon","6"
"2181","Chilie","4"
"2182","Aubergine","6"
"2183","Oignon","3"
"2184","Chilie","10"
"2185","Basil","2"
"2186","Poivron","10"
"2187","Avocat","2"
"2188","Concombre","7"
"2189","Avocat","2"
"2190","Poireau","6"
"2191","Aubergine","10"
"2192","Aubergine","7"
"2193","Romarin","2"
"2194","Épinard","9"
"2195","Menthe","4"
"2196","Romarin","1"
"2197","Avocat","8"
"2198","Poivron","2"
"2199","Romarin","3"
"2200","Poireau","2"
"2201","Champignon","5"
"2202","Cornichon","10"
"2203","Brocoli","8"
"2204","Gingembre","10"
"2205","Carotte","1"
"2206","Pomme de terre","2"
"2207","Menthe","4"
"2208","Romarin","6"
"2209","Cornichon","9"
"2210","Cornichon","6"
"2211","Carotte","5"
"2212","Persil","1"
"2213","Romarin","2"
"2214","Brocoli","2"
"2215","Citrouille","8"
"2216","Cornichon","1"
"2217","Poireau","2"
"2218","Carotte","1"
"2219","Carotte","2"
"2220","Poivron","9"
"2221","Cornichon","1"
"2222","Tomate","9"
"2223","Brocoli","2"
"2224","Épinard","9"
"2225","Basil","8"
"2226","Avocat","10"
"2227","Tomate","10"
"2228","Carotte","3"
"2229","Champignon","8"
"2230","Poireau","3"
"2231","Brocoli","3"
"2232","Carotte","7"
"2233","Chilie","10"
"2234","Pomme de terre","9"
"2235","Cornichon","10"
"2236","Menthe","2"
"2237","Persil","10"
"2238","Menthe","5"
"2239","Chilie","5"
"2240","Poireau","5"
"2241","Concombre","10"
"2242","Basil","10"
"2243","Poivron","5"
"2244","Persil","1"
"2245","Épinard","8"
"2246","Menthe","10"
"2247","Épinard","10"
"2248","Oignon","3"
"2249","Carotte","4"
"2250","Aubergine","7"
"2251","Tomate","8"
"2252","Oignon","7"
"2253","Poivron","3"
"2254","Pomme de terre","7"
"2255","Tomate","10"
"2256","Pomme de terre","8"
"2257","Basil","10"
"2258","Carotte","6"
"2259","Chilie","8"
"2260","Aubergine","4"
"2261","Ail","4"
"2262","Oignon","8"
"2263","Carotte","2"
"2264","Tomate","9"
"2265","Chilie","2"
"2266","Tomate","3"
"2267","Avocat","10"
"2268","Ail","1"
"2269","Concombre","1"
"2270","Poireau","3"
"2271","Cornichon","1"
"2272","Blé","6"
"2273","Épinard","7"
"2274","Avocat","9"
"2275","Champignon","1"
"2276","Pomme de terre","10"
"2277","Cornichon","3"
"2278","Menthe","6"
"2279","Blé","3"
"2280","Persil","3"
"2281","Aubergine","4"
"2282","Ail","5"
"2283","Ail","3"
"2284","Gingembre","5"
"2285","Cornichon","5"
"2286","Oignon","8"
"2287","Concombre","2"
"2288","Menthe","1"
"2289","Romarin","5"
"2290","Avocat","4"
"2291","Blé","6"
"2292","Citrouille","4"
"2293","Brocoli","10"
"2294","Oignon","1"
"2295","Menthe","1"
"2296","Gingembre","4"
"2297","Cornichon","9"
"2298","Cornichon","6"
"2299","Chilie","1"
"2300","Romarin","3"
"2301","Romarin","9"
"2302","Champignon","8"
"2303","Oignon","10"
"2304","Chilie","5"
"2305","Concombre","9"
"2306","Poivron","1"
"2307","Pomme de terre","10"
"2308","Carotte","5"
"2309","Tomate","4"
"2310","Tomate","4"
"2311","Ail","4"
"2312","Basil","3"
"2313","Carotte","2"
"2314","Blé","9"
"2315","Poireau","9"
"2316","Tomate","6"
"2317","Pomme de terre","2"
"2318","Épinard","6"
"2319","Aubergine","5"
"2320","Blé","10"
"2321","Blé","8"
"2322","Tomate","8"
"2323","Persil","2"
"2324","Menthe","10"
"2325","Persil","8"
"2326","Romarin","2"
"2327","Épinard","1"
"2328","Cornichon","2"
"2329","Poivron","1"
"2330","Poireau","7"
"2331","Poivron","1"
"2332","Citrouille","5"
"2333","Carotte","5"
"2334","Chilie","2"
"2335","Aubergine","4"
"2336","Poireau","1"
"2337","Brocoli","10"
"2338","Brocoli","7"
"2339","Ail","3"
"2340","Avocat","10"
"2341","Aubergine","6"
"2342","Oignon","3"
"2343","Aubergine","9"
"2344","Pomme de terre","2"
"2345","Brocoli","7"
"2346","Poivron","8"
"2347","Poireau","3"
"2348","Aubergine","2"
"2349","Concombre","6"
"2350","Tomate","7"
"2351","Pomme de terre","8"
"2352","Poireau","7"
"2353","Poivron","2"
"2354","Menthe","3"
"2355","Pomme de terre","3"
"2356","Concombre","6"
"2357","Cornichon","3"
"2358","Pomme de terre","9"
"2359","Gingembre","1"
"2360","Basil","8"
"2361","Citrouille","3"
"2362","Champignon","10"
"2363","Romarin","2"
"2364","Tomate","9"
"2365","Poireau","6"
"2366","Citrouille","3"
"2367","Carotte","2"
"2368","Cornichon","5"
"2369","Brocoli","7"
"2370","Ail","1"
"2371","Citrouille","5"
"2372","Ail","7"
"2373","Romarin","2"
"2374","Chilie","1"
"2375","Carotte","3"
"2376","Chilie","8"
"2377","Champignon","10"
"2378","Aubergine","2"
"2379","Romarin","1"
"2380","Avocat","1"
"2381","Cornichon","2"
"2382","Gingembre","6"
"2383","Concombre","1"
"2384","Romarin","8"
"2385","Gingembre","7"
"2386","Oignon","4"
"2387","Carotte","9"
"2388","Tomate","5"
"2389","Pomme de terre","1"
"2390","Épinard","9"
"2391","Brocoli","1"
"2392","Tomate","10"
"2393","Tomate","4"
"2394","Romarin","7"
"2395","Blé","3"
"2396","Blé","7"
"2397","Poivron","1"
"2398","Poireau","8"
"2399","Champignon","10"
"2400","Épinard","5"
"2401","Pomme de terre","9"
"2402","Pomme de terre","8"
"2403","Poivron","10"
"2404","Citrouille","2"
"2405","Poivron","9"
"2406","Basil","3"
"2407","Persil","7"
"2408","Concombre","1"
"2409","Persil","10"
"2410","Aubergine","10"
"2411","Épinard","5"
"2412","Romarin","10"
"2413","Poivron","7"
"2414","Poireau","8"
"2415","Épinard","1"
"2416","Ail","5"
"2417","Ail","1"
"2418","Pomme de terre","3"
"2419","Oignon","1"
"2420","Épinard","9"
"2421","Romarin","6"
"2422","Aubergine","5"
"2423","Oignon","1"
"2424","Poivron","7"
"2425","Persil","8"
"2426","Gingembre","2"
"2427","Épinard","10"
"2428","Aubergine","5"
"2429","Basil","7"
"2430","Aubergine","8"
"2431","Aubergine","8"
"2432","Basil","1"
"2433","Cornichon","4"
"2434","Poireau","4"
"2435","Brocoli","5"
"2436","Oignon","7"
"2437","Poireau","1"
"2438","Blé","6"
"2439","Persil","7"
"2440","Concombre","2"
"2441","Ail","4"
"2442","Gingembre","3"
"2443","Ail","3"
"2444","Champignon","10"
"2445","Épinard","2"
"2446","Champignon","4"
"2447","Poivron","7"
"2448","Brocoli","4"
"2449","Concombre","1"
"2450","Tomate","10"
"2451","Poireau","4"
"2452","Épinard","8"
"2453","Persil","10"
"2454","Ail","2"
"2455","Menthe","2"
"2456","Romarin","9"
"2457","Épinard","9"
"2458","Épinard","5"
"2459","Épinard","5"
"2460","Cornichon","7"
"2461","Ail","4"
"2462","Romarin","7"
"2463","Cornichon","1"
"2464","Carotte","9"
"2465","Avocat","1"
"2466","Blé","4"
"2467","Blé","3"
"2468","Gingembre","1"
"2469","Pomme de terre","3"
"2470","Citrouille","3"
"2471","Gingembre","2"
"2472","Aubergine","10"
"2473","Brocoli","9"
"2474","Chilie","2"
"2475","Brocoli","1"
"2476","Persil","1"
"2477","Citrouille","7"
"2478","Épinard","7"
"2479","Pomme de terre","4"
"2480","Citrouille","4"
"2481","Poivron","10"
"2482","Aubergine","8"
"2483","Romarin","6"
"2484","Blé","10"
"2485","Basil","9"
"2486","Carotte","9"
"2487","Poivron","1"
"2488","Pomme de terre","4"
"2489","Romarin","4"
"2490","Avocat","4"
"2491","Aubergine","5"
"2492","Brocoli","2"
"2493","Cornichon","10"
"2494","Brocoli","2"
"2495","Épinard","10"
"2496","Brocoli","5"
"2497","Oignon","10"
"2498","Menthe","8"
"2499","Carotte","2"
"2500","Oignon","5"
"2501","Épinard","3"
"2502","Basil","7"
"2503","Concombre","10"
"2504","Basil","5"
"2505","Gingembre","8"
"2506","Carotte","5"
"2507","Cornichon","8"
"2508","Romarin","6"
"2509","Blé","6"
"2510","Avocat","3"
"2511","Oignon","9"
"2512","Cornichon","4"
"2513","Chilie","3"
"2514","Tomate","7"
"2515","Brocoli","8"
"2516","Aubergine","7"
"2517","Citrouille","2"
"2518","Citrouille","4"
"2519","Persil","5"
"2520","Cornichon","6"
"2521","Chilie","5"
"2522","Cornichon","3"
"2523","Chilie","4"
"2524","Concombre","9"
"2525","Citrouille","9"
"2526","Épinard","1"
"2527","Carotte","7"
"2528","Chilie","4"
